CountryName,CountryCode,SeriesName,SeriesCode,Domain,Year,Value
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2019,47.03229904
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2020,54.0
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2021,62.0
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2022,64.54000092
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2023,64.39800262
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2024,65.59269714
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2025,
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2015,54.79794961
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2016,57.29661959
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2017,52.88878959
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2018,51.37924915
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2019,64.06685829
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2020,63.1139886
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2021,64.71014977
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2022,63.35460465
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2023,64.75880669
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2024,
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2025,
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2015,0.213918839
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2016,0.353548994
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2017,0.387808919
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2018,0.636626172
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2019,1.05393529
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2020,1.672108463
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2021,2.02268987
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2022,2.381860475
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2023,2.720211225
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2024,
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2025,
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2015,4.116651192
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2016,8.250344995
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2017,16.2436039
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2018,20.20189266
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2019,30.94933207
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2020,52.26955354
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2021,82.24661803
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2022,273.9777857
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2023,274.1033162
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2024,301.6801292
Lao PDR,LAO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2025,
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2015,71.06406781
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2016,78.78830993
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2017,80.14047901
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2018,81.20104862
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2019,84.18714501
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2020,89.55501192
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2021,96.7514278
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2022,97.3986404
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2023,97.69272633
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2024,98.0206059
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,Công nghệ & Hạ tầng số,2025,
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2015,141.2105313
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2016,136.7251673
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2017,130.8535228
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2018,128.8731504
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2019,133.3729219
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2020,129.0179117
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2021,137.6849386
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2022,138.2084411
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2023,142.7320921
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2024,139.6646513
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Công nghệ & Hạ tầng số,2025,
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2015,9.80955981
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2016,8.552459705
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2017,8.307051468
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2018,8.191798193
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2019,8.864973579
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2020,9.911017429
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2021,10.89217823
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2022,12.17535661
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2023,13.02870004
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2024,13.54644327
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Công nghệ & Hạ tầng số,2025,
Malaysia,MYS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2015,226.6527642
Malaysia,MYS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Công nghệ & Hạ tầng số,2016,912.7803563
